voyage_id,origin_port,destination_port,carrier,vessel_type,vessel_age_yrs,vessel_capacity_teu,route_distance_nm,month,winter_flag,planned_speed_kn,actual_speed_kn,speed_deviation_kn,weather_severity,port_congestion_idx,fuel_efficiency_ratio,load_factor,mechanical_incident,warehouse_buffer_hrs,truck_slots_available,sla_deadline_hrs,shipping_cost_usd,delay_probability,delayed,delay_hours
V1051,Shanghai,Dubai,COSCO Shipping,Container,17,10000,6200,7,0,21.15,18.72,2.43,0.312,0.445,0.847,0.983,0,48,8,96,5234.18,0.331,0,0.0
V1052,Mumbai,Jebel Ali,MSC,Container,18,5000,1100,3,0,23.57,24.46,-0.88,0.344,0.193,0.835,0.689,0,48,13,72,3723.23,0.1337,1,3.8
V1053,Busan,Long Beach,HMM,Container,8,5000,5500,8,0,18.27,16.07,2.2,0.387,0.256,1.073,0.752,0,48,2,24,4099.24,0.2403,0,0.0
V1054,Shanghai,Dubai,COSCO Shipping,Container,9,10000,6200,4,0,18.75,19.66,-0.91,0.251,0.407,0.983,0.678,0,72,16,24,4569.63,0.1513,0,0.0
V1055,Port Klang,Felixstowe,Evergreen,Ro-Ro,6,24000,8100,2,1,22.98,23.4,-0.42,0.535,0.23,1.055,0.878,0,24,12,24,5942.01,0.1046,1,5.0
V1056,Chennai,Nhava Sheva,PIL,Bulk Carrier,5,10000,800,2,1,19.25,20.35,-1.1,0.211,0.326,0.973,0.769,0,48,8,72,4810.71,0.0904,0,0.0
V1057,Busan,Long Beach,HMM,Container,12,18000,5500,8,0,21.07,21.03,0.04,0.208,0.626,0.802,0.61,1,12,4,24,4020.11,0.2891,0,0.0
V1058,Hong Kong,Los Angeles,ONE,Container,11,18000,7250,8,0,16.52,18.32,-1.8,0.22,0.332,0.9,0.597,0,24,14,72,4065.66,0.1493,0,0.0
V1059,Colombo,Hamburg,Hapag-Lloyd,Container,1,24000,7800,1,1,18.47,17.96,0.51,0.476,0.751,1.037,0.876,0,72,9,72,6006.78,0.3711,1,1.8
V1060,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,11,18000,6200,6,0,15.23,14.44,0.8,0.242,0.36,0.946,0.657,0,24,11,24,3418.32,0.1388,0,0.0
V1061,Port Klang,Felixstowe,Evergreen,Container,19,10000,8100,9,0,16.06,15.07,0.99,0.82,0.359,0.772,0.612,0,24,16,48,4345.2,0.3389,0,0.0
V1062,Busan,Long Beach,HMM,Ro-Ro,9,18000,5500,9,0,14.01,13.74,0.26,0.497,0.723,0.949,0.775,0,48,6,96,5008.33,0.2693,1,16.1
V1063,Port Klang,Felixstowe,Evergreen,Container,2,24000,8100,2,1,14.39,16.14,-1.74,0.29,0.683,0.905,0.911,0,12,12,72,5523.05,0.1608,0,0.0
V1064,Hong Kong,Los Angeles,ONE,Ro-Ro,12,10000,7250,8,0,23.77,21.09,2.68,0.314,0.267,0.797,0.675,0,48,19,72,4658.57,0.2911,0,0.0
V1065,Mumbai,Jebel Ali,MSC,Tanker,4,10000,1100,8,0,16.42,15.26,1.16,0.559,0.212,0.871,0.674,1,24,16,48,3337.02,0.3019,1,7.3
V1066,Port Klang,Felixstowe,Evergreen,Container,4,2000,8100,4,0,20.63,22.22,-1.58,0.484,0.637,0.962,0.925,0,24,13,48,5617.97,0.297,0,0.0
V1067,Busan,Long Beach,HMM,Ro-Ro,18,18000,5500,4,0,22.39,21.0,1.4,0.078,0.602,0.726,0.617,0,48,4,48,3925.88,0.2342,0,0.0
V1068,Port Klang,Felixstowe,Evergreen,Container,15,18000,8100,5,0,19.51,19.02,0.49,0.54,0.4,0.816,0.828,0,48,12,72,5278.05,0.1931,1,37.6
V1069,Port Klang,Felixstowe,Evergreen,Tanker,19,5000,8100,11,0,15.53,14.27,1.26,0.256,0.581,0.882,0.98,0,48,4,72,5175.97,0.3299,1,8.4
V1070,Port Klang,Felixstowe,Evergreen,Container,13,10000,8100,10,0,21.28,20.15,1.13,0.176,0.673,0.788,0.929,0,48,17,72,5358.09,0.3002,0,0.0
V1071,Singapore,Rotterdam,Maersk,Tanker,19,10000,8400,7,0,20.0,20.96,-0.95,0.322,0.467,0.77,0.578,0,48,14,96,3918.25,0.2318,0,0.0
V1072,Singapore,Rotterdam,Maersk,Tanker,17,5000,8400,1,1,21.31,21.06,0.26,0.927,0.501,0.836,0.694,0,48,17,72,4673.87,0.5844,0,0.0
V1073,Mumbai,Jebel Ali,MSC,Tanker,6,24000,1100,11,0,21.7,22.8,-1.1,0.136,0.11,0.96,0.614,0,24,1,72,3538.97,0.0603,0,0.0
V1074,Shanghai,Dubai,COSCO Shipping,Tanker,16,5000,6200,9,0,23.75,25.25,-1.5,0.549,0.357,0.8,0.977,0,24,1,48,5642.0,0.3024,0,0.0
V1075,Port Klang,Felixstowe,Evergreen,Container,12,2000,8100,3,0,19.74,19.3,0.44,0.52,0.169,0.943,0.994,0,24,2,24,6494.39,0.1583,0,0.0
V1076,Hong Kong,Los Angeles,ONE,Container,19,10000,7250,11,0,17.42,15.24,2.17,0.256,0.313,0.857,0.656,0,24,17,48,4002.48,0.4866,1,46.5
V1077,Shanghai,Dubai,COSCO Shipping,Container,5,18000,6200,4,0,20.48,20.65,-0.16,0.316,0.608,1.041,0.851,0,12,1,48,5429.25,0.1603,0,0.0
V1078,Hong Kong,Los Angeles,ONE,Container,17,2000,7250,7,0,14.68,12.48,2.2,0.719,0.462,0.823,0.929,0,24,12,24,5438.68,0.7426,1,25.7
V1079,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,1,18000,6200,5,0,22.97,25.82,-2.84,0.362,0.128,0.949,0.655,0,72,13,48,3561.25,0.0952,0,0.0
V1080,Mumbai,Jebel Ali,MSC,Container,10,10000,1100,5,0,15.19,15.04,0.15,0.086,0.213,0.845,0.634,0,48,14,96,4613.53,0.0584,0,0.0
V1081,Port Klang,Felixstowe,Evergreen,Ro-Ro,15,5000,8100,1,1,17.28,15.06,2.22,0.321,0.391,0.875,0.555,0,24,10,96,3996.82,0.3258,1,41.1
V1082,Port Klang,Felixstowe,Evergreen,Bulk Carrier,21,5000,8100,2,1,22.16,20.5,1.66,0.485,0.231,0.76,0.735,0,48,12,96,3728.46,0.6449,0,0.0
V1083,Colombo,Hamburg,Hapag-Lloyd,Tanker,21,10000,7800,5,0,19.97,21.06,-1.09,0.303,0.506,0.744,0.955,0,48,18,24,6161.5,0.2134,0,0.0
V1084,Hong Kong,Los Angeles,ONE,Container,11,5000,7250,2,1,17.94,17.82,0.12,0.534,0.786,0.854,0.956,1,24,7,24,5733.98,0.6172,0,0.0
V1085,Shanghai,Dubai,COSCO Shipping,Tanker,13,24000,6200,1,1,18.73,17.35,1.38,0.182,0.564,0.815,0.607,1,48,19,48,4214.94,0.4818,1,9.2
V1086,Shanghai,Dubai,COSCO Shipping,Ro-Ro,5,18000,6200,10,0,22.55,22.55,-0.0,0.208,0.317,0.966,0.642,0,12,15,48,4224.76,0.1573,0,0.0
V1087,Chennai,Nhava Sheva,PIL,Container,1,24000,800,3,0,17.4,15.49,1.91,0.203,0.267,0.877,0.734,0,48,7,72,3382.31,0.1792,0,0.0
V1088,Chennai,Nhava Sheva,PIL,Bulk Carrier,12,5000,800,11,0,22.7,22.76,-0.06,0.14,0.283,0.904,0.901,0,24,14,24,5062.46,0.0667,0,0.0
V1089,Singapore,Rotterdam,Maersk,Tanker,11,24000,8400,1,1,14.88,13.86,1.02,0.592,0.637,0.944,0.825,0,48,9,48,4803.29,0.5261,1,7.3
V1090,Colombo,Hamburg,Hapag-Lloyd,Container,17,10000,7800,10,0,21.77,23.16,-1.39,0.647,0.799,0.784,0.781,0,48,5,48,4438.5,0.6176,1,33.3
V1091,Busan,Long Beach,HMM,Container,4,10000,5500,8,0,22.48,21.35,1.13,0.149,0.48,1.1,0.816,0,48,1,72,4574.38,0.1187,0,0.0
V1092,Chennai,Nhava Sheva,PIL,Container,15,2000,800,8,0,15.82,13.38,2.44,0.159,0.328,0.851,0.593,0,48,16,72,2543.43,0.2183,0,0.0
V1093,Busan,Long Beach,HMM,Container,9,2000,5500,8,0,18.3,17.16,1.14,0.482,0.622,0.785,0.765,0,48,5,96,4735.3,0.4844,0,0.0
V1094,Singapore,Rotterdam,Maersk,Container,21,18000,8400,7,0,15.65,12.49,3.17,0.152,0.738,0.768,0.996,0,12,8,96,7032.96,0.5603,0,0.0
V1095,Singapore,Rotterdam,Maersk,Container,20,10000,8400,7,0,21.07,22.3,-1.23,0.652,0.588,0.805,0.59,0,48,19,48,3405.03,0.2953,0,0.0
V1096,Singapore,Rotterdam,Maersk,Container,19,5000,8400,2,1,19.35,20.07,-0.72,0.621,0.769,0.846,0.784,0,72,12,96,5613.73,0.4979,1,19.7
V1097,Hong Kong,Los Angeles,ONE,Container,19,18000,7250,9,0,20.35,19.74,0.62,0.201,0.233,0.789,0.683,0,48,8,72,3985.85,0.213,0,0.0
V1098,Hong Kong,Los Angeles,ONE,Ro-Ro,12,5000,7250,7,0,15.96,16.04,-0.07,0.435,0.67,0.799,0.793,0,72,8,72,4537.98,0.3419,0,0.0
V1099,Mumbai,Jebel Ali,MSC,Container,5,10000,1100,5,0,16.12,15.68,0.44,0.175,0.425,0.862,0.808,0,24,6,96,3602.34,0.1554,1,3.3
V1100,Mumbai,Jebel Ali,MSC,Ro-Ro,10,10000,1100,4,0,14.41,14.07,0.34,0.22,0.303,0.848,0.81,0,24,9,24,4352.8,0.0994,0,0.0
V1101,Singapore,Rotterdam,Maersk,Container,17,18000,8400,8,0,17.22,15.89,1.33,0.554,0.417,0.785,0.933,0,48,2,96,5013.62,0.5528,0,0.0
V1102,Colombo,Hamburg,Hapag-Lloyd,Container,5,18000,7800,5,0,19.6,18.94,0.65,0.475,0.696,0.859,0.725,0,24,18,48,4325.93,0.3965,1,96.0
V1103,Shanghai,Dubai,COSCO Shipping,Container,16,10000,6200,6,0,22.58,20.36,2.22,0.335,0.71,0.781,0.782,0,12,1,48,5210.22,0.6142,1,10.1
V1104,Hong Kong,Los Angeles,ONE,Container,7,10000,7250,4,0,20.67,20.15,0.52,0.636,0.461,0.983,0.555,1,48,11,48,4426.41,0.3339,0,0.0
V1105,Colombo,Hamburg,Hapag-Lloyd,Container,9,10000,7800,2,1,18.35,17.35,1.0,0.893,0.274,1.042,0.905,1,24,15,72,4987.4,0.5938,1,8.2
V1106,Port Klang,Felixstowe,Evergreen,Bulk Carrier,3,18000,8100,12,1,23.53,24.34,-0.81,0.643,0.632,1.03,0.667,0,24,12,72,4153.74,0.3893,0,0.0
V1107,Hong Kong,Los Angeles,ONE,Container,15,10000,7250,7,0,21.19,20.48,0.71,0.634,0.327,0.954,0.917,0,72,3,72,5386.3,0.4065,0,0.0
V1108,Hong Kong,Los Angeles,ONE,Bulk Carrier,16,5000,7250,12,1,23.3,22.85,0.45,0.548,0.663,0.918,0.67,0,24,19,48,3481.92,0.4221,1,12.0
V1109,Mumbai,Jebel Ali,MSC,Bulk Carrier,18,2000,1100,2,1,19.28,16.53,2.74,0.222,0.509,0.887,0.555,1,24,19,24,2619.33,0.7778,1,1.4
V1110,Shanghai,Dubai,COSCO Shipping,Container,14,10000,6200,11,0,16.59,16.42,0.17,0.461,0.596,0.833,0.62,0,24,10,72,3525.12,0.3091,0,0.0
V1111,Shanghai,Dubai,COSCO Shipping,Container,3,10000,6200,12,1,14.53,14.97,-0.44,0.206,0.407,0.981,0.994,0,72,16,48,5956.14,0.1982,0,0.0
V1112,Chennai,Nhava Sheva,PIL,Tanker,12,18000,800,7,0,21.26,18.48,2.78,0.21,0.143,0.846,0.694,0,48,6,48,3688.2,0.2128,0,0.0
V1113,Busan,Long Beach,HMM,Container,9,5000,5500,7,0,15.21,14.79,0.42,0.141,0.255,0.892,0.599,0,24,9,48,3716.78,0.1225,0,0.0
V1114,Busan,Long Beach,HMM,Container,7,10000,5500,1,1,17.03,16.7,0.33,0.221,0.693,0.935,0.603,0,24,8,24,3571.67,0.1901,0,0.0
V1115,Busan,Long Beach,HMM,Ro-Ro,9,18000,5500,10,0,19.32,17.23,2.09,0.12,0.739,0.967,0.69,0,48,16,48,4763.97,0.3763,1,10.2
V1116,Busan,Long Beach,HMM,Container,13,18000,5500,10,0,19.64,17.86,1.79,0.263,0.539,0.904,0.567,0,24,8,48,3483.83,0.4108,0,0.0
V1117,Port Klang,Felixstowe,Evergreen,Bulk Carrier,18,10000,8100,12,1,20.01,19.81,0.19,0.223,0.391,0.807,0.78,0,72,18,96,5369.6,0.3196,0,0.0
V1118,Port Klang,Felixstowe,Evergreen,Ro-Ro,5,10000,8100,3,0,15.66,14.02,1.64,0.53,0.79,0.954,0.646,0,48,5,72,4497.76,0.4195,0,0.0
V1119,Hong Kong,Los Angeles,ONE,Container,13,10000,7250,3,0,17.8,16.57,1.22,0.321,0.418,0.905,0.784,0,24,12,72,4864.83,0.165,1,29.2
V1120,Singapore,Rotterdam,Maersk,Container,4,24000,8400,11,0,20.17,18.71,1.46,0.479,0.242,1.013,0.613,0,72,6,48,4519.39,0.2603,0,0.0
V1121,Mumbai,Jebel Ali,MSC,Container,2,5000,1100,6,0,23.7,24.78,-1.08,0.274,0.157,0.858,0.743,0,24,2,72,3695.13,0.0717,0,0.0
V1122,Mumbai,Jebel Ali,MSC,Container,16,24000,1100,11,0,21.28,22.0,-0.73,0.336,0.267,0.754,0.819,0,24,4,48,3780.02,0.1632,1,3.2
V1123,Busan,Long Beach,HMM,Container,9,18000,5500,3,0,23.23,20.99,2.24,0.338,0.823,0.999,0.578,0,24,16,24,3534.73,0.4227,0,0.0
V1124,Hong Kong,Los Angeles,ONE,Bulk Carrier,9,10000,7250,12,1,21.62,21.02,0.6,0.329,0.257,0.905,0.729,0,48,14,24,5268.41,0.2288,0,0.0
V1125,Chennai,Nhava Sheva,PIL,Container,6,2000,800,9,0,19.92,18.96,0.96,0.323,0.241,0.906,0.686,0,24,17,72,3633.69,0.1706,0,0.0
V1126,Colombo,Hamburg,Hapag-Lloyd,Container,11,10000,7800,5,0,15.92,16.27,-0.35,0.342,0.524,0.869,0.658,0,24,19,24,3974.58,0.2883,0,0.0
V1127,Singapore,Rotterdam,Maersk,Ro-Ro,1,10000,8400,6,0,20.67,19.04,1.63,0.777,0.386,0.969,0.822,0,12,4,24,4712.67,0.2376,0,0.0
V1128,Hong Kong,Los Angeles,ONE,Tanker,4,5000,7250,6,0,20.23,20.36,-0.12,0.448,0.293,1.005,0.815,0,72,18,48,4183.3,0.0847,1,25.2
V1129,Singapore,Rotterdam,Maersk,Bulk Carrier,13,18000,8400,8,0,20.02,17.79,2.23,0.169,0.712,0.781,0.834,0,24,12,72,4767.06,0.5048,1,50.4
V1130,Singapore,Rotterdam,Maersk,Container,13,24000,8400,10,0,18.9,18.32,0.57,0.266,0.438,0.872,0.621,0,24,2,72,4265.69,0.1051,0,0.0
V1131,Singapore,Rotterdam,Maersk,Bulk Carrier,13,10000,8400,11,0,19.29,16.49,2.79,0.537,0.593,0.89,0.679,0,48,6,96,4282.11,0.5724,0,0.0
V1132,Hong Kong,Los Angeles,ONE,Container,2,18000,7250,3,0,17.34,18.12,-0.77,0.504,0.1,1.012,0.644,0,48,6,24,4202.88,0.2348,0,0.0
V1133,Busan,Long Beach,HMM,Container,9,2000,5500,9,0,19.19,18.07,1.12,0.273,0.652,0.928,0.793,1,72,3,96,4170.1,0.4038,1,35.7
V1134,Mumbai,Jebel Ali,MSC,Container,8,10000,1100,7,0,15.98,16.08,-0.11,0.055,0.096,0.961,0.757,0,24,8,72,4432.71,0.077,0,0.0
V1135,Mumbai,Jebel Ali,MSC,Tanker,7,5000,1100,11,0,22.05,21.46,0.6,0.336,0.308,0.884,0.699,0,72,12,24,4001.4,0.0962,0,0.0
V1136,Busan,Long Beach,HMM,Container,4,18000,5500,6,0,15.86,15.52,0.34,0.076,0.294,0.885,0.904,0,48,3,72,4897.43,0.1118,0,0.0
V1137,Singapore,Rotterdam,Maersk,Container,18,24000,8400,11,0,14.85,14.98,-0.13,0.786,0.46,1.017,0.592,1,24,2,48,3263.61,0.5138,0,0.0
V1138,Colombo,Hamburg,Hapag-Lloyd,Container,3,18000,7800,1,1,18.36,17.27,1.09,0.281,0.553,0.946,0.989,0,72,1,24,6004.63,0.3254,0,0.0
V1139,Shanghai,Dubai,COSCO Shipping,Container,6,2000,6200,4,0,20.58,20.34,0.24,0.304,0.428,0.925,0.602,0,48,18,24,2773.06,0.1898,0,0.0
V1140,Hong Kong,Los Angeles,ONE,Tanker,12,10000,7250,5,0,18.38,19.1,-0.72,0.326,0.413,0.934,0.898,0,48,18,48,4701.77,0.1488,0,0.0
V1141,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,12,10000,6200,12,1,16.77,14.64,2.13,0.03,0.729,1.008,0.716,0,72,8,48,4120.73,0.4863,0,0.0
V1142,Chennai,Nhava Sheva,PIL,Tanker,21,10000,800,2,1,19.58,18.35,1.23,0.125,0.181,0.746,0.939,0,48,14,96,4352.07,0.156,0,0.0
V1143,Busan,Long Beach,HMM,Container,8,18000,5500,1,1,17.47,19.01,-1.54,0.22,0.741,0.84,0.583,0,12,13,48,4224.34,0.2887,1,18.7
V1144,Colombo,Hamburg,Hapag-Lloyd,Container,1,18000,7800,2,1,23.33,22.33,1.0,0.125,0.419,0.891,0.719,0,72,15,48,4364.4,0.2218,0,0.0
V1145,Hong Kong,Los Angeles,ONE,Container,4,18000,7250,8,0,23.23,20.97,2.26,0.78,0.545,1.087,0.701,0,24,15,48,4618.49,0.508,1,13.1
V1146,Busan,Long Beach,HMM,Container,21,10000,5500,10,0,19.02,18.89,0.13,0.26,0.739,0.707,0.997,0,48,13,72,4555.89,0.276,1,9.2
V1147,Singapore,Rotterdam,Maersk,Container,11,5000,8400,6,0,17.28,15.01,2.27,0.306,0.296,0.888,0.993,0,24,4,96,5083.25,0.2952,0,0.0
V1148,Mumbai,Jebel Ali,MSC,Tanker,3,5000,1100,10,0,21.37,23.23,-1.86,0.436,0.295,0.892,0.635,0,24,4,72,2971.1,0.1974,0,0.0
V1149,Shanghai,Dubai,COSCO Shipping,Container,13,10000,6200,2,1,14.37,13.43,0.93,0.219,0.412,0.754,0.833,1,48,5,48,5018.09,0.5463,0,0.0
V1150,Port Klang,Felixstowe,Evergreen,Container,17,10000,8100,9,0,18.75,15.28,3.47,0.5,0.463,0.807,0.791,0,48,3,72,4291.71,0.7577,1,56.5
V1151,Port Klang,Felixstowe,Evergreen,Container,10,18000,8100,8,0,17.36,15.84,1.52,0.347,0.805,0.825,0.619,0,48,12,24,4250.73,0.615,0,0.0
V1152,Colombo,Hamburg,Hapag-Lloyd,Container,21,18000,7800,4,0,23.21,23.56,-0.35,0.73,0.215,0.735,0.626,0,72,12,96,4737.68,0.3672,1,53.6
V1153,Singapore,Rotterdam,Maersk,Container,12,2000,8400,11,0,14.12,12.29,1.83,0.396,0.465,1.04,0.995,0,24,7,72,5589.5,0.3967,0,0.0
V1154,Chennai,Nhava Sheva,PIL,Ro-Ro,15,10000,800,10,0,19.53,18.79,0.73,0.254,0.056,0.884,0.754,0,48,7,72,3858.91,0.0736,0,0.0
V1155,Shanghai,Dubai,COSCO Shipping,Tanker,21,5000,6200,7,0,21.41,19.63,1.78,0.251,0.634,0.865,0.607,0,48,1,72,3639.97,0.3946,0,0.0
V1156,Singapore,Rotterdam,Maersk,Ro-Ro,10,5000,8400,3,0,18.85,18.17,0.68,0.6,0.433,0.966,0.647,0,48,12,72,4029.31,0.3738,0,0.0
V1157,Shanghai,Dubai,COSCO Shipping,Container,14,18000,6200,6,0,14.85,13.65,1.21,0.291,0.304,0.852,0.671,0,48,3,72,4256.96,0.33,1,5.5
V1158,Colombo,Hamburg,Hapag-Lloyd,Container,13,2000,7800,3,0,23.72,22.55,1.17,0.417,0.489,0.835,0.78,0,24,15,72,4839.94,0.255,0,0.0
V1159,Colombo,Hamburg,Hapag-Lloyd,Container,5,10000,7800,10,0,19.18,19.51,-0.33,0.663,0.321,0.97,0.701,0,48,9,24,4349.75,0.2079,0,0.0
V1160,Chennai,Nhava Sheva,PIL,Container,6,5000,800,3,0,20.14,20.62,-0.48,0.118,0.212,0.953,0.755,0,48,9,48,3940.5,0.161,0,0.0
V1161,Port Klang,Felixstowe,Evergreen,Tanker,2,24000,8100,12,1,16.37,15.99,0.37,0.368,0.824,0.934,0.625,0,24,14,96,4528.02,0.3454,1,57.6
V1162,Singapore,Rotterdam,Maersk,Container,17,10000,8400,11,0,18.83,16.76,2.08,0.73,0.607,0.84,0.697,0,48,3,48,4795.02,0.8065,1,13.8
V1163,Hong Kong,Los Angeles,ONE,Container,4,5000,7250,9,0,18.29,17.73,0.56,0.363,0.258,0.903,0.582,0,24,8,48,2900.72,0.1692,0,0.0
V1164,Port Klang,Felixstowe,Evergreen,Container,14,10000,8100,6,0,14.75,11.24,3.51,0.37,0.281,0.846,0.95,0,72,6,24,5280.91,0.5979,1,34.3
V1165,Singapore,Rotterdam,Maersk,Container,10,18000,8400,8,0,15.06,14.53,0.53,0.625,0.468,0.873,0.639,0,48,12,48,4497.38,0.2712,1,52.9
V1166,Port Klang,Felixstowe,Evergreen,Bulk Carrier,3,24000,8100,4,0,22.37,24.3,-1.93,0.219,0.76,0.868,0.891,0,24,2,72,6715.82,0.1048,0,0.0
V1167,Hong Kong,Los Angeles,ONE,Container,3,5000,7250,4,0,16.4,15.02,1.38,0.359,0.264,0.782,0.707,0,12,3,72,4079.03,0.2672,1,14.7
V1168,Mumbai,Jebel Ali,MSC,Container,15,24000,1100,8,0,15.95,14.56,1.39,0.15,0.201,0.775,0.763,0,48,14,48,3200.2,0.2309,0,0.0
V1169,Mumbai,Jebel Ali,MSC,Container,6,24000,1100,7,0,19.05,17.49,1.56,0.328,0.143,1.084,0.681,0,48,17,96,4676.5,0.1798,0,0.0
V1170,Chennai,Nhava Sheva,PIL,Container,17,24000,800,5,0,21.69,20.34,1.34,0.167,0.54,0.805,0.863,0,72,3,72,5046.36,0.2237,0,0.0
V1171,Mumbai,Jebel Ali,MSC,Tanker,12,18000,1100,2,1,14.62,14.38,0.24,0.507,0.264,0.942,0.93,0,24,4,48,5382.76,0.1925,0,0.0
V1172,Mumbai,Jebel Ali,MSC,Tanker,20,18000,1100,6,0,19.77,16.68,3.09,0.765,0.392,0.7,0.679,0,12,15,48,3581.2,0.7358,0,0.0
V1173,Busan,Long Beach,HMM,Ro-Ro,11,10000,5500,1,1,15.19,13.34,1.85,0.143,0.714,0.809,0.659,0,72,7,96,3929.59,0.4282,0,0.0
V1174,Shanghai,Dubai,COSCO Shipping,Tanker,4,18000,6200,7,0,14.36,14.39,-0.03,0.226,0.521,0.852,0.857,0,24,19,24,4956.02,0.1508,0,0.0
V1175,Busan,Long Beach,HMM,Container,6,10000,5500,9,0,14.53,12.3,2.23,0.383,0.623,0.924,0.638,0,48,14,72,4229.49,0.5109,1,19.0
V1176,Busan,Long Beach,HMM,Bulk Carrier,1,18000,5500,5,0,22.34,22.37,-0.03,0.328,0.313,1.1,0.838,0,12,16,48,5475.77,0.1078,0,0.0
V1177,Chennai,Nhava Sheva,PIL,Container,20,10000,800,5,0,15.18,15.27,-0.09,0.201,0.448,0.837,0.592,0,48,13,24,3140.01,0.2212,0,0.0
V1178,Busan,Long Beach,HMM,Container,16,18000,5500,12,1,14.45,10.87,3.58,0.327,0.634,0.976,0.829,0,24,17,96,5192.83,0.7561,1,26.7
V1179,Mumbai,Jebel Ali,MSC,Tanker,15,18000,1100,7,0,18.38,14.56,3.82,0.37,0.06,0.83,0.781,0,48,17,72,4733.18,0.4875,1,1.5
V1180,Hong Kong,Los Angeles,ONE,Container,17,5000,7250,5,0,22.44,23.44,-1.0,0.58,0.294,0.939,0.601,0,48,10,24,4345.46,0.2069,0,0.0
V1181,Chennai,Nhava Sheva,PIL,Ro-Ro,8,18000,800,10,0,16.62,15.79,0.83,0.536,0.093,1.086,0.842,0,72,7,72,4597.74,0.1892,1,3.6
V1182,Chennai,Nhava Sheva,PIL,Container,12,10000,800,12,1,18.22,18.28,-0.06,0.398,0.126,0.871,0.751,0,12,17,24,3489.86,0.1824,0,0.0
V1183,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,21,18000,7800,12,1,14.4,13.23,1.17,0.448,0.572,0.747,0.648,0,24,12,48,3849.21,0.5906,0,0.0
V1184,Chennai,Nhava Sheva,PIL,Bulk Carrier,10,10000,800,4,0,18.49,17.12,1.37,0.146,0.528,0.795,0.709,0,12,11,72,2778.92,0.1973,0,0.0
V1185,Colombo,Hamburg,Hapag-Lloyd,Tanker,15,10000,7800,1,1,19.78,19.31,0.47,0.297,0.817,0.825,0.771,0,72,10,48,4986.09,0.3543,0,0.0
V1186,Chennai,Nhava Sheva,PIL,Bulk Carrier,9,24000,800,6,0,19.71,17.99,1.72,0.313,0.517,0.917,0.591,0,48,8,96,3108.58,0.2592,0,0.0
V1187,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,2,5000,6200,9,0,17.32,17.25,0.07,0.073,0.216,1.1,0.981,0,48,15,72,6285.02,0.0364,0,0.0
V1188,Mumbai,Jebel Ali,MSC,Container,5,18000,1100,4,0,17.16,16.41,0.74,0.249,0.271,0.846,0.85,0,24,18,48,4607.84,0.3504,0,0.0
V1189,Chennai,Nhava Sheva,PIL,Container,6,10000,800,10,0,15.07,13.08,1.98,0.614,0.087,0.945,0.596,0,48,13,96,2914.76,0.2467,0,0.0
V1190,Mumbai,Jebel Ali,MSC,Container,7,10000,1100,11,0,17.67,17.68,-0.01,0.788,0.439,0.785,0.92,0,24,16,24,4491.06,0.3364,0,0.0
V1191,Mumbai,Jebel Ali,MSC,Bulk Carrier,21,10000,1100,4,0,14.99,13.52,1.47,0.309,0.491,0.756,0.695,0,24,13,48,3780.48,0.4286,0,0.0
V1192,Port Klang,Felixstowe,Evergreen,Container,1,10000,8100,5,0,21.67,21.4,0.27,0.094,0.478,1.015,0.819,0,48,4,72,5191.0,0.1567,0,0.0
V1193,Chennai,Nhava Sheva,PIL,Bulk Carrier,7,10000,800,6,0,23.66,21.36,2.3,0.354,0.276,0.971,0.675,0,12,11,72,4381.1,0.346,0,0.0
V1194,Singapore,Rotterdam,Maersk,Container,20,2000,8400,3,0,23.7,24.53,-0.82,0.316,0.37,0.847,0.88,0,48,19,48,5353.83,0.2556,0,0.0
V1195,Port Klang,Felixstowe,Evergreen,Container,12,5000,8100,9,0,22.65,22.76,-0.11,0.336,0.887,0.912,0.875,0,72,8,96,5592.06,0.3402,0,0.0
V1196,Singapore,Rotterdam,Maersk,Bulk Carrier,16,2000,8400,1,1,20.01,19.56,0.45,0.363,0.767,0.886,0.798,0,72,10,48,5817.48,0.5079,0,0.0
V1197,Mumbai,Jebel Ali,MSC,Container,16,24000,1100,11,0,21.01,20.0,1.01,0.374,0.15,0.844,0.658,0,48,12,48,3350.89,0.2656,0,0.0
V1198,Mumbai,Jebel Ali,MSC,Container,11,24000,1100,6,0,16.85,14.32,2.53,0.537,0.327,0.806,0.664,0,24,11,96,3287.54,0.4416,1,4.0
V1199,Port Klang,Felixstowe,Evergreen,Container,21,10000,8100,6,0,20.31,19.71,0.6,0.302,0.647,0.7,0.722,0,48,4,72,3916.49,0.3166,0,0.0
